"Slice","Count","Total.Area","Average.Size","X.Area","Mean","notes","date","Species","plant","leaf","all"
"lebo-p6-l2",1,1.277,1.277,0.197,254.996,"with_petiole",2017-03-22,"lebo","p6","l2",FALSE
"lebo-p6-l3",1,1.213,1.213,0.187,255,"with_petiole",2017-03-22,"lebo","p6","l3",FALSE
"lebo-p7-all",21,15.196,0.724,2.339,247.679,"with_petiole",2017-03-22,"lebo","p7",NA,TRUE
"lebo-p7-l1",1,2.12,2.12,0.326,254.983,"with_petiole",2017-03-22,"lebo","p7","l1",FALSE
"lebo-p7-l2",1,1.251,1.251,0.193,254.993,"with_petiole",2017-03-22,"lebo","p7","l2",FALSE
"lebo-p7-l3",1,1.016,1.016,0.156,255,"with_petiole",2017-03-22,"lebo","p7","l3",FALSE
"lebo-p8-all",40,49.996,1.25,7.696,250.199,"with_petiole",2017-03-22,"lebo","p8",NA,TRUE
"lebo-p8-l1",1,2.508,2.508,0.386,254.991,"with_petiole",2017-03-22,"lebo","p8","l1",FALSE
"lebo-p8-l2",1,3.779,3.779,0.582,235.527,"with_petiole",2017-03-22,"lebo","p8","l2",FALSE
"lebo-p8-l3",1,1.323,1.323,0.204,254.965,"with_petiole",2017-03-22,"lebo","p8","l3",FALSE
"BOIN_P1_focal-leaves",1,3.396,3.396,1.65,254.969,"",2017-04-22,"boin","p1",NA,FALSE
"BOIN-p2_focal_leaves",1,1.315,1.315,0.639,254.913,"",2017-04-22,"boin","p2",NA,FALSE
"BOIN_P3_focal-leaves",1,3.243,3.243,1.576,254.987,"",2017-04-22,"boin","p3",NA,FALSE
"BOIN-p4_focal_leaves",1,1.878,1.878,0.913,254.925,"",2017-04-22,"boin","p4",NA,FALSE
"BOIN_P5_focal-leaves",1,2.364,2.364,1.149,254.985,"",2017-04-22,"boin","p5",NA,FALSE
"BOIN-p6_focal_leaves",1,4.226,4.226,2.054,254.997,"",2017-04-22,"boin","p6",NA,FALSE
"BOIN_P7_focal-leaves",1,3.417,3.417,1.661,254.953,"",2017-04-22,"boin","p7",NA,FALSE
"BOIN-p8_focal_leaves",1,3.372,3.372,1.639,254.982,"",2017-04-22,"boin","p8",NA,FALSE
"BOIN_P1_focal-leaves",1,2.75,2.75,1.557,254.998,"",2017-04-22,"boin","p1",NA,FALSE
"BOIN-p2_focal_leaves",1,1.46,1.46,0.827,254.89,"",2017-04-22,"boin","p2",NA,FALSE
"BOIN_P3_focal-leaves",1,1.788,1.788,1.012,254.982,"",2017-04-22,"boin","p3",NA,FALSE
"BOIN-p4_focal_leaves",1,1.532,1.532,0.867,254.931,"",2017-04-22,"boin","p4",NA,FALSE
"BOIN_P5_focal-leaves",1,2.035,2.035,1.152,254.832,"",2017-04-22,"boin","p5",NA,FALSE
"BOIN-p6_focal_leaves",1,5.879,5.879,3.328,253.533,"",2017-04-22,"boin","p6",NA,FALSE
"BOIN_P7_focal-leaves",1,3.164,3.164,1.791,254.913,"",2017-04-22,"boin","p7",NA,FALSE
"BOIN-p8_focal_leaves",1,2.636,2.636,1.492,254.993,"",2017-04-22,"boin","p8",NA,FALSE
"BOIN_P1_focal-leaves",1,3.959,3.959,2.162,254.972,"",2017-04-22,"boin","p1",NA,FALSE
"BOIN-p2_focal_leaves",1,1.892,1.892,1.033,254.966,"",2017-04-22,"boin","p2",NA,FALSE
"BOIN_P3_focal-leaves",1,2.368,2.368,1.293,254.95,"",2017-04-22,"boin","p3",NA,FALSE
"BOIN-p4_focal_leaves",1,1.847,1.847,1.008,254.993,"",2017-04-22,"boin","p4",NA,FALSE
"BOIN_P5_focal-leaves",1,2.22,2.22,1.212,254.749,"",2017-04-22,"boin","p5",NA,FALSE
"BOIN-p6_focal_leaves",1,1.599,1.599,0.873,254.971,"",2017-04-22,"boin","p6",NA,FALSE
"BOIN_P7_focal-leaves",1,3.662,3.662,2,254.986,"",2017-04-22,"boin","p7",NA,FALSE
"BOIN-p8_focal_leaves",1,3.868,3.868,2.112,254.965,"",2017-04-22,"boin","p8",NA,FALSE
"GAAP_P1_focal-leaves",3,2.909,0.97,2.972,254.988,"",2017-04-22,"gaap","p1",NA,FALSE
"GAAP-p2_focal_leaves",3,3.425,1.142,3.499,254.89,"",2017-04-22,"gaap","p2",NA,FALSE
"GAAP_P3_focal-leaves",3,1.832,0.611,1.871,254.948,"",2017-04-22,"gaap","p3",NA,FALSE
"GAAP-p4_focal_leaves",3,1.706,0.569,1.742,254.971,"",2017-04-22,"gaap","p4",NA,FALSE
"GAAP_P5_focal-leaves",3,1.786,0.595,1.824,254.941,"",2017-04-22,"gaap","p5",NA,FALSE
"GAAP-p6_focal_leaves",3,2.574,0.858,2.63,254.975,"",2017-04-22,"gaap","p6",NA,FALSE
"GAAP_P8_focal-leaves",3,1.812,0.604,1.852,254.993,"",2017-04-22,"gaap","p8",NA,FALSE
"GAAP-p1_focal_leaves",3,1.376,0.459,1.39,254.993,"",2017-04-22,"gaap","p1",NA,FALSE
"GAAP_P2_focal-leaves",3,2.716,0.905,2.743,254.532,"",2017-04-22,"gaap","p2",NA,FALSE
"GAAP-p3_focal_leaves",4,2.038,0.51,2.059,254.917,"",2017-04-22,"gaap","p3",NA,FALSE
"GAAP_P4_focal-leaves",3,1.485,0.495,1.5,254.981,"",2017-04-22,"gaap","p4",NA,FALSE
"GAAP-p5_focal_leaves",3,1.643,0.548,1.659,254.927,"",2017-04-22,"gaap","p5",NA,FALSE
"GAAP_P6_focal-leaves",3,2.648,0.883,2.675,254.993,"",2017-04-22,"gaap","p6",NA,FALSE
"GAAP-p8_focal_leaves",3,1.402,0.467,1.416,254.977,"",2017-04-22,"gaap","p8",NA,FALSE
"GAAP_P1_focal-leaves",3,1.827,0.609,2.5,254.998,"",2017-04-22,"gaap","p1",NA,FALSE
"GAAP-p2_focal_leaves",3,1.624,0.541,2.223,254.983,"",2017-04-22,"gaap","p2",NA,FALSE
"GAAP_P3_focal-leaves",3,1.599,0.533,2.188,254.991,"",2017-04-22,"gaap","p3",NA,FALSE
"GAAP-p4_focal_leaves",3,0.697,0.232,0.953,254.976,"",2017-04-22,"gaap","p4",NA,FALSE
"GAAP_P5_focal-leaves",3,1.137,0.379,1.556,254.997,"",2017-04-22,"gaap","p5",NA,FALSE
"GAAP-p6_focal_leaves",3,1.355,0.452,1.855,254.945,"",2017-04-22,"gaap","p6",NA,FALSE
"GAAP_P8_focal-leaves",3,0.733,0.244,1.003,254.972,"",2017-04-22,"gaap","p8",NA,FALSE
"TOAR-p1_L1",9,16.516,1.835,5.959,251.889,"",2017-04-22,"toar","p1","l1",FALSE
"TOAR_P1-l2",9,6.507,0.723,2.348,253.613,"",2017-04-22,"toar","p1","l2",FALSE
"TOAR-p1_L3",9,4.168,0.463,1.504,254.89,"",2017-04-22,"toar","p1","l3",FALSE
"TOAR_P2-l1",12,17.211,1.434,6.209,251.148,"",2017-04-22,"toar","p2","l1",FALSE
"TOAR-p2_L2",10,7.45,0.745,2.688,254.023,"",2017-04-22,"toar","p2","l2",FALSE
"TOAR_P2-l3",9,13.094,1.455,4.724,252.82,"",2017-04-22,"toar","p2","l3",FALSE
"TOAR-p3_L1",11,22.028,2.003,7.947,252.847,"",2017-04-22,"toar","p3","l1",FALSE
"TOAR_P3-l2",9,13.668,1.519,4.931,252.797,"",2017-04-22,"toar","p3","l2",FALSE
"TOAR-p3_L3",11,32.346,2.941,11.67,251.838,"",2017-04-22,"toar","p3","l3",FALSE
"TOAR_P4-l1",9,18.905,2.101,6.821,251.764,"",2017-04-22,"toar","p4","l1",FALSE
"TOAR-p4_L2",12,8.21,0.684,2.962,253.562,"",2017-04-22,"toar","p4","l2",FALSE
"TOAR_P4-l3",12,13.119,1.093,4.733,253.715,"",2017-04-22,"toar","p4","l3",FALSE
"TOAR-p5_L1",14,25.954,1.854,9.364,253.437,"",2017-04-22,"toar","p5","l1",FALSE
"TOAR_P5-l2",11,22.217,2.02,8.015,249.976,"",2017-04-22,"toar","p5","l2",FALSE
"TOAR-p5_L3",11,12.54,1.14,4.524,254.446,"",2017-04-22,"toar","p5","l3",FALSE
"TOAR_P6-l1",17,16.673,0.981,6.015,253.642,"",2017-04-22,"toar","p6","l1",FALSE
"TOAR-p6_L2",14,20.255,1.447,7.308,251.688,"",2017-04-22,"toar","p6","l2",FALSE
"TOAR_P6-l3",13,11.982,0.922,4.323,254.236,"",2017-04-22,"toar","p6","l3",FALSE
"TOAR-p7_L1",16,20.63,1.289,7.443,253.369,"",2017-04-22,"toar","p7","l1",FALSE
"TOAR_P7-l2",23,30.471,1.325,10.994,253.327,"",2017-04-22,"toar","p7","l2",FALSE
"TOAR-p7_L3",14,12.932,0.924,4.666,254.06,"",2017-04-22,"toar","p7","l3",FALSE
"TOAR_P8-l1",13,13.534,1.041,4.883,253.909,"",2017-04-22,"toar","p8","l1",FALSE
"TOAR-p8_L2",9,8.327,0.925,3.004,253.733,"",2017-04-22,"toar","p8","l2",FALSE
"TOAR_P8-l3",19,21.239,1.118,7.663,253.974,"",2017-04-22,"toar","p8","l3",FALSE
"clpe-p1-all-bracts",4,49.809,12.452,7.667,254.904,"no_petiole",2017-03-24,"clpe","p1",NA,TRUE
"clpe-p1-all-leaves",5,27.95,5.59,4.302,254.034,"no_petiole",2017-03-24,"clpe","p1",NA,TRUE
"clpe-p2-all-bracts",8,56.343,7.043,8.672,254.889,"no_petiole",2017-03-24,"clpe","p2",NA,TRUE
"clpe-p2-all-leaves",1,7.706,7.706,1.186,254.91,"no_petiole",2017-03-24,"clpe","p2",NA,TRUE
"clpe-p3-all-bracts",6,83.031,13.838,12.78,254.936,"no_petiole",2017-03-24,"clpe","p3",NA,TRUE
"clpe-p3-all-leaves",5,44.619,8.924,6.868,254.741,"no_petiole",2017-03-24,"clpe","p3",NA,TRUE
"clpe-p4-all-bracts",4,19.326,4.831,2.975,254.972,"no_petiole",2017-03-24,"clpe","p4",NA,TRUE
"clpe-p4-all-leaves",1,2.044,2.044,0.315,251.085,"no_petiole",2017-03-24,"clpe","p4",NA,TRUE
"clpe-p5-all-bracts",7,23.899,3.414,3.679,254.954,"no_petiole",2017-03-24,"clpe","p5",NA,TRUE
"clpe-p5-all-leaves",4,21.621,5.405,3.328,254.958,"no_petiole",2017-03-24,"clpe","p5",NA,TRUE
"clpe-p6-all-bracts",5,61.109,12.222,9.406,251.573,"no_petiole",2017-03-24,"clpe","p6",NA,TRUE
"clpe-p6-all-leaves",3,20.819,6.94,3.205,254.864,"no_petiole",2017-03-24,"clpe","p6",NA,TRUE
"clpe-p7-all-bracts",7,55.175,7.882,8.493,254.06,"no_petiole",2017-03-24,"clpe","p7",NA,TRUE
"clpe-p7-all-leaves",5,22.486,4.497,3.461,247.582,"no_petiole",2017-03-24,"clpe","p7",NA,TRUE
"clpe-p8-all-bracts",5,50.243,10.049,7.734,254.715,"no_petiole",2017-03-24,"clpe","p8",NA,TRUE
"clpe-p8-all-leaves",3,14.052,4.684,2.163,254.324,"no_petiole",2017-03-24,"clpe","p8",NA,TRUE
"clpe-p1-all-bracts",8,61.371,7.671,9.446,251.693,"with_petiole",2017-03-24,"clpe","p1",NA,TRUE
"clpe-p1-all-leaves",15,38.654,2.577,5.95,253.633,"with_petiole",2017-03-24,"clpe","p1",NA,TRUE
"clpe-p2-all-bracts",19,73.058,3.845,11.245,254.052,"with_petiole",2017-03-24,"clpe","p2",NA,TRUE
"clpe-p2-all-leaves",5,12.107,2.421,1.864,253.582,"with_petiole",2017-03-24,"clpe","p2",NA,TRUE
"clpe-p3-all-bracts",16,106.757,6.672,16.432,252.627,"with_petiole",2017-03-24,"clpe","p3",NA,TRUE
"clpe-p3-all-leaves",13,62.483,4.806,9.618,253.507,"with_petiole",2017-03-24,"clpe","p3",NA,TRUE
"clpe-p4-all-bracts",8,25.592,3.199,3.939,254.306,"with_petiole",2017-03-24,"clpe","p4",NA,TRUE
"clpe-p4-all-leaves",6,7.602,1.267,1.17,239.406,"with_petiole",2017-03-24,"clpe","p4",NA,TRUE
"clpe-p5-all-bracts",12,30.608,2.551,4.711,254.267,"with_petiole",2017-03-24,"clpe","p5",NA,TRUE
"clpe-p5-all-leaves",9,29.549,3.283,4.548,254.139,"with_petiole",2017-03-24,"clpe","p5",NA,TRUE
"clpe-p6-all-bracts",10,75.225,7.523,11.579,250.599,"with_petiole",2017-03-24,"clpe","p6",NA,TRUE
"clpe-p6-all-leaves",8,33.806,4.226,5.203,252.479,"with_petiole",2017-03-24,"clpe","p6",NA,TRUE
"clpe-p7-all-bracts",13,72.33,5.564,11.133,252.752,"with_petiole",2017-03-24,"clpe","p7",NA,TRUE
"clpe-p7-all-leaves",11,32.664,2.969,5.028,249.357,"with_petiole",2017-03-24,"clpe","p7",NA,TRUE
"clpe-p8-all-bracts",9,60.71,6.746,9.345,252.736,"with_petiole",2017-03-24,"clpe","p8",NA,TRUE
"clpe-p8-all-leaves",6,19.842,3.307,3.054,251.637,"with_petiole",2017-03-24,"clpe","p8",NA,TRUE
"clpe-p1-l1",1,21.617,21.617,3.327,254.907,"no_petiole",2017-03-24,"clpe","p1","l1",FALSE
"clpe-p1-l2",1,18.621,18.621,2.866,254.933,"no_petiole",2017-03-24,"clpe","p1","l2",FALSE
"clpe-p1-l3",1,10,10,1.539,254.994,"no_petiole",2017-03-24,"clpe","p1","l3",FALSE
"clpe-p2-l1",1,9.565,9.565,1.472,254.999,"no_petiole",2017-03-24,"clpe","p2","l1",FALSE
"clpe-p2-l2",1,12.43,12.43,1.913,255,"no_petiole",2017-03-24,"clpe","p2","l2",FALSE
"clpe-p2-l3",1,7.405,7.405,1.14,254.933,"no_petiole",2017-03-24,"clpe","p2","l3",FALSE
"clpe-p3-l1",1,17.801,17.801,2.74,254.998,"no_petiole",2017-03-24,"clpe","p3","l1",FALSE
"clpe-p3-l2",1,6.076,6.076,0.935,254.996,"no_petiole",2017-03-24,"clpe","p3","l2",FALSE
"clpe-p3-l3",1,4.78,4.78,0.736,254.98,"no_petiole",2017-03-24,"clpe","p3","l3",FALSE
"clpe-p4-l1",1,8.23,8.23,1.267,254.996,"no_petiole",2017-03-24,"clpe","p4","l1",FALSE
"clpe-p4-l2",1,4.555,4.555,0.701,254.993,"no_petiole",2017-03-24,"clpe","p4","l2",FALSE
"clpe-p4-l3",1,1.885,1.885,0.29,254.99,"no_petiole",2017-03-24,"clpe","p4","l3",FALSE
"clpe-p5-l1",1,9.449,9.449,1.454,255,"no_petiole",2017-03-24,"clpe","p5","l1",FALSE
"clpe-p5-l2",1,9.702,9.702,1.493,254.999,"no_petiole",2017-03-24,"clpe","p5","l2",FALSE
"clpe-p5-l3",1,6.016,6.016,0.926,255,"no_petiole",2017-03-24,"clpe","p5","l3",FALSE
"clpe-p6-l1",2,11.318,5.659,1.742,254.963,"no_petiole",2017-03-24,"clpe","p6","l1",FALSE
"clpe-p6-l2",1,13.218,13.218,2.035,254.982,"no_petiole",2017-03-24,"clpe","p6","l2",FALSE
"clpe-p6-l3",1,4.425,4.425,0.681,254.993,"no_petiole",2017-03-24,"clpe","p6","l3",FALSE
"clpe-p7-l1",1,13.491,13.491,2.077,254.451,"no_petiole",2017-03-24,"clpe","p7","l1",FALSE
"clpe-p7-l2",1,8.361,8.361,1.287,254.999,"no_petiole",2017-03-24,"clpe","p7","l2",FALSE
"clpe-p7-l3",1,6.171,6.171,0.95,254.988,"no_petiole",2017-03-24,"clpe","p7","l3",FALSE
"clpe-p8-l1",1,18.787,18.787,2.892,254.992,"no_petiole",2017-03-24,"clpe","p8","l1",FALSE
"clpe-p8-l2",1,12.054,12.054,1.855,254.999,"no_petiole",2017-03-24,"clpe","p8","l2",FALSE
"clpe-p8-l3",1,12.823,12.823,1.974,254.981,"no_petiole",2017-03-24,"clpe","p8","l3",FALSE
"clpe-p1-l1",3,25.432,8.477,3.915,252.926,"with_petiole",2017-03-24,"clpe","p1","l1",FALSE
"clpe-p1-l2",4,22.455,5.614,3.456,254.413,"with_petiole",2017-03-24,"clpe","p1","l2",FALSE
"clpe-p1-l3",5,12.532,2.506,1.929,250.876,"with_petiole",2017-03-24,"clpe","p1","l3",FALSE
"clpe-p2-l1",3,11.369,3.79,1.75,254.041,"with_petiole",2017-03-24,"clpe","p2","l1",FALSE
"clpe-p2-l2",3,14.897,4.966,2.293,254.708,"with_petiole",2017-03-24,"clpe","p2","l2",FALSE
"clpe-p2-l3",3,8.95,2.983,1.378,252.57,"with_petiole",2017-03-24,"clpe","p2","l3",FALSE
"clpe-p3-l1",3,21.099,7.033,3.248,254.726,"with_petiole",2017-03-24,"clpe","p3","l1",FALSE
"clpe-p3-l2",3,7.613,2.538,1.172,254.706,"with_petiole",2017-03-24,"clpe","p3","l2",FALSE
"clpe-p3-l3",3,5.905,1.968,0.909,253.071,"with_petiole",2017-03-24,"clpe","p3","l3",FALSE
"clpe-p4-l1",4,10.054,2.514,1.548,253.683,"with_petiole",2017-03-24,"clpe","p4","l1",FALSE
"clpe-p4-l2",3,5.857,1.952,0.901,254.405,"with_petiole",2017-03-24,"clpe","p4","l2",FALSE
"clpe-p4-l3",3,2.47,0.823,0.38,253.653,"with_petiole",2017-03-24,"clpe","p4","l3",FALSE
"clpe-p5-l1",3,11.298,3.766,1.739,254.119,"with_petiole",2017-03-24,"clpe","p5","l1",FALSE
"clpe-p5-l2",3,11.659,3.886,1.795,254.172,"with_petiole",2017-03-24,"clpe","p5","l2",FALSE
"clpe-p5-l3",3,7.346,2.449,1.131,253.516,"with_petiole",2017-03-24,"clpe","p5","l3",FALSE
"clpe-p6-l1",4,13.318,3.329,2.05,252.334,"with_petiole",2017-03-24,"clpe","p6","l1",FALSE
"clpe-p6-l2",4,16.21,4.053,2.495,254.64,"with_petiole",2017-03-24,"clpe","p6","l2",FALSE
"clpe-p6-l3",3,5.69,1.897,0.876,251.346,"with_petiole",2017-03-24,"clpe","p6","l3",FALSE
"clpe-p7-l1",3,16.503,5.501,2.54,252.551,"with_petiole",2017-03-24,"clpe","p7","l1",FALSE
"clpe-p7-l2",3,10.166,3.389,1.565,251.044,"with_petiole",2017-03-24,"clpe","p7","l2",FALSE
"clpe-p7-l3",3,7.459,2.486,1.148,252.131,"with_petiole",2017-03-24,"clpe","p7","l3",FALSE
"clpe-p8-l1",3,22.11,7.37,3.403,254.917,"with_petiole",2017-03-24,"clpe","p8","l1",FALSE
"clpe-p8-l2",4,15.297,3.824,2.355,254.057,"with_petiole",2017-03-24,"clpe","p8","l2",FALSE
"clpe-p8-l3",4,15.423,3.856,2.374,254.329,"with_petiole",2017-03-24,"clpe","p8","l3",FALSE
