sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes.x,X,X.1,X.2,X.3,LDMC,date,Slice,Count,Total.Area,Average.Size,X.Area,Mean,notes.y,all,SLA
2169,non_plot,CACO,3,1,1.2,2,0.05446,NA,0.0092,NA,12-May-17,Calculate leaf area from total leaf weight and SLA,6,10,14,,0.16893132574366507,2017-05-12,caco-p3-l1,2,1.638,0.819,0.254,254.869,,FALSE,84.87046632124351
2170,non_plot,CACO,3,2,2,1.7,0.05184,NA,0.0105,NA,12-May-17,,,,,,0.2025462962962963,2017-05-12,caco-p3-l2,3,1.851,0.617,0.287,251.944,,FALSE,411.33333333333337
2171,non_plot,CACO,3,3,1.6,1.7,0.03719,NA,0.0094,NA,12-May-17,,,,,,0.2527561172358161,2017-05-12,caco-p3-l3,1,1.449,1.449,0.225,249.833,,FALSE,25.555555555555557
2172,non_plot,CACO,4,1,1.7,1.5,0.03582,NA,0.0091,NA,12-May-17,Calculate leaf area from total leaf weight and SLA,5,12,12,,0.2540480178671134,2017-05-12,caco-p4-l1,3,1.346,0.449,0.209,249.738,,FALSE,31.895734597156398
2173,non_plot,CACO,4,2,2,1.8,0.04603,NA,0.0094,NA,12-May-17,,,,,,0.20421464262437541,2017-05-12,caco-p4-l2,2,1.694,0.847,0.263,254.912,,FALSE,30.412926391382406
2174,non_plot,CACO,4,3,1.6,1.7,0.03643,NA,0.0079,NA,12-May-17,,,,,,0.2168542410101565,2017-05-12,caco-p4-l3,2,1.535,0.768,0.238,254.651,,FALSE,13.57206012378426
2175,non_plot,CACO,5,1,2,1.6,0.05079,NA,0.0118,NA,12-May-17,scanned all leaves on this plant,5,12,12,,0.23232919866115376,2017-05-12,caco-p5-l1,2,2.305,1.153,0.358,250.145,,FALSE,29.703608247422682
2176,non_plot,CACO,5,2,2,1.8,0.04465,NA,0.01,NA,12-May-17,,,,,,0.22396416573348263,2017-05-12,caco-p5-l2,2,1.772,0.886,0.275,252.016,,FALSE,30.7105719237435
2177,non_plot,CACO,5,3,2.2,1.8,0.05078,NA,0.0118,NA,12-May-17,,,,,,0.2323749507680189,2017-05-12,caco-p5-l3,2,2.207,1.103,0.342,254.545,,FALSE,17.501982553528947
2178,non_plot,CACO,6,1,2.2,2,0.05919,NA,0.0099,NA,12-May-17,scanned all leaves on this plant,9,16,13,,0.16725798276735937,2017-05-12,caco-p6-l1,2,2.735,1.367,0.424,250.362,,FALSE,18.294314381270905
2179,non_plot,CACO,6,2,2,1.7,0.04113,NA,0.0132,NA,12-May-17,,,,,,0.32093362509117435,2017-05-12,caco-p6-l2,2,2.355,1.177,0.365,254.005,,FALSE,53.89016018306636
2180,non_plot,CACO,6,3,2,2.1,0.05232,NA,0.015,NA,12-May-17,,,,,,0.286697247706422,2017-05-12,caco-p6-l3,2,1.891,0.945,0.293,254.777,,FALSE,23.876262626262623
2181,non_plot,CACO,7,1,2.4,1.7,0.06156,NA,0.0156,NA,12-May-17,scanned all leaves on this plant,11,19,8,,0.253411306042885,2017-05-12,caco-p7-l1,3,2.693,0.898,0.418,254.359,,FALSE,40.98934550989346
2182,non_plot,CACO,7,2,2,1.7,0.04245,NA,0.0107,NA,12-May-17,,,,,,0.2520612485276796,2017-05-12,caco-p7-l2,3,1.984,0.661,0.308,254.315,,FALSE,33.79897785349233
2183,non_plot,CACO,7,3,1.7,2.2,0.05027,NA,0.0129,NA,12-May-17,,,,,,0.25661428287248855,2017-05-12,caco-p7-l3,2,2.045,1.022,0.317,254.055,,FALSE,24.817961165048544
2184,non_plot,CACO,8,1,1.8,1.2,0.03161,NA,0.0077,NA,12-May-17,scanned all leaves on this plant,6,11,11,,0.24359379943055998,2017-05-12,caco-p8-l1,2,1.303,0.651,0.202,250.212,,FALSE,15.813106796116504
2185,non_plot,CACO,8,2,1.5,1.6,0.03361,NA,0.0085,NA,12-May-17,,,,,,0.2529009223445403,2017-05-12,caco-p8-l2,1,1.391,1.391,0.216,250.93,,FALSE,20.668647845468055
2186,non_plot,CACO,8,3,2,1.4,0.04032,NA,0.01,NA,12-May-17,,,,,,0.24801587301587302,2017-05-12,caco-p8-l3,2,1.657,0.829,0.257,251.064,,FALSE,24.62109955423477
2187,non_plot,CRSE,1,1,3,2,0.09007,NA,0.0327,NA,12-May-17,,2,9,9,,0.36305096036416123,2017-05-12,croton-p1-l1,1,4.208,4.208,0.653,251.335,,FALSE,105.99496221662469
2188,non_plot,CRSE,1,2,3.5,2,0.0937,NA,0.0354,NA,12-May-17,,,,,,0.37780149413020275,2017-05-12,croton-p1-l2,1,4.447,4.447,0.69,249.113,,FALSE,27.399876771410966
2189,non_plot,CRSE,1,3,3,1.5,0.07102,NA,0.0251,NA,12-May-17,,,,,,0.35342157138834135,2017-05-12,croton-p1-l3,1,2.889,2.889,0.448,249.179,,FALSE,24.256926952141058
2190,non_plot,CRSE,2,1,2.5,1.5,0.05696,NA,0.0193,NA,12-May-17,,2,5,5,,0.3388342696629214,2017-05-12,croton-p2-l1,1,2.551,2.551,0.396,251.996,,FALSE,29.321839080459775
2191,non_plot,CRSE,2,2,2.1,1.8,0.07065,NA,0.0178,NA,12-May-17,,,,,,0.2519462137296532,2017-05-12,croton-p2-l2,1,2.387,2.387,0.371,247.602,,FALSE,37.47252747252747
2192,non_plot,CRSE,2,3,2,1.5,0.04988,NA,0.0107,NA,12-May-17,,,,,,0.21451483560545306,2017-05-12,croton-p2-l3,1,1.359,1.359,0.211,235.609,,FALSE,39.970588235294116
2193,non_plot,CRSE,3,1,4,2.8,0.17684,NA,0.0591,NA,12-May-17,,5,14,12,,0.33420040714770416,2017-05-12,croton-p3-l1,1,7.383,7.383,1.146,254.272,,FALSE,83.3295711060948
2194,non_plot,CRSE,3,2,4.3,3,0.20997,NA,0.0696,NA,12-May-17,,,,,,0.33147592513216173,2017-05-12,croton-p3-l2,1,8.781,8.781,1.363,254.378,,FALSE,75.82901554404145
2195,non_plot,CRSE,3,3,2,1.5,0.04415,NA,0.0144,NA,12-May-17,,,,,,0.3261608154020385,2017-05-12,croton-p3-l3,1,1.676,1.676,0.26,229.813,,FALSE,20.539215686274506
2196,non_plot,CRSE,4,1,3.8,2.5,0.12905,NA,0.0504,NA,12-May-17,,5,12,11,,0.390546299883766,2017-05-12,croton-p4-l1,1,5.936,5.936,0.921,254.879,,FALSE,57.96875
2197,non_plot,CRSE,4,2,3.5,2.2,0.12855,NA,0.0445,NA,12-May-17,,,,,,0.3461688059120965,2017-05-12,croton-p4-l2,1,5.512,5.512,0.855,252.696,,FALSE,290.10526315789474
2198,non_plot,CRSE,4,3,3,2.5,0.1094,NA,0.0397,NA,12-May-17,,,,,,0.36288848263254114,2017-05-12,croton-p4-l3,1,4.765,4.765,0.74,250.363,,FALSE,125.72559366754615
2199,non_plot,CRSE,5,1,2.5,1.8,0.05911,NA,0.017,NA,12-May-17,,2,6,5,,0.2875993909659956,2017-05-12,croton-p5-l1,1,3.241,3.241,0.503,253.024,,FALSE,42.03631647211414
2200,non_plot,CRSE,5,2,1.5,1,0.02438,NA,0.0068,NA,12-May-17,,,,,,0.27891714520098443,2017-05-12,croton-p5-l2,1,0.763,0.763,0.118,237.394,,FALSE,14.182156133828997
2201,non_plot,CRSE,5,3,2.2,1.5,0.03801,NA,0.0108,NA,12-May-17,,,,,,0.2841357537490134,2017-05-12,croton-p5-l3,1,1.878,1.878,0.291,250.077,,FALSE,68.79120879120879
2202,non_plot,CRSE,6,1,2.5,2,0.06928,NA,0.0225,NA,12-May-17,,2,8,7,,0.3247690531177829,2017-05-12,croton-p6-l1,1,3.066,3.066,0.476,251.621,,FALSE,44.43478260869565
2203,non_plot,CRSE,6,2,2,1.6,0.04589,NA,0.0157,NA,12-May-17,,,,,,0.3421224667683591,2017-05-12,croton-p6-l2,1,2.026,2.026,0.315,246.378,,FALSE,47.67058823529411
2204,non_plot,CRSE,6,3,2.8,2,0.0829,NA,0.0285,NA,12-May-17,,,,,,0.34378769601930037,2017-05-12,croton-p6-l3,1,3.727,3.727,0.578,252.956,,FALSE,78.29831932773108
2205,non_plot,CRSE,7,1,2.5,1.6,0.05761,NA,0.0177,NA,12-May-17,,6,6,6,,0.30723832667939593,2017-05-12,croton-p7-l1,1,2.977,2.977,0.462,250.993,,FALSE,71.39088729016787
2206,non_plot,CRSE,7,2,3,1.5,0.04106,NA,0.0124,NA,12-May-17,,,,,,0.3019970774476376,2017-05-12,croton-p7-l2,1,2.84,2.84,0.441,253.82,,FALSE,71.35678391959799
2207,non_plot,CRSE,7,3,1.5,1,0.02783,NA,0.0071,NA,12-May-17,,,,,,0.25512037369744883,2017-05-12,croton-p7-l3,1,1.055,1.055,0.164,230.897,,FALSE,37.017543859649116
2208,non_plot,CRSE,8,1,2.2,1.5,0.03795,NA,0.0143,NA,12-May-17,,3,7,7,,0.37681159420289856,2017-05-12,croton-p8-l1,1,2.258,2.258,0.351,253.003,,FALSE,75.26666666666667
2209,non_plot,CRSE,8,2,2.5,1.7,0.05405,NA,0.019,NA,12-May-17,,,,,,0.35152636447733576,2017-05-12,croton-p8-l2,1,2.493,2.493,0.387,252.209,,FALSE,42.4701873935264
2210,non_plot,CRSE,8,3,2.5,1.4,0.04713,NA,0.017,NA,12-May-17,,,,,,0.36070443454275414,2017-05-12,croton-p8-l3,1,2.375,2.375,0.369,252.241,,FALSE,36.70788253477589
2211,non_plot,LARA,1,1,7,1.9,0.10371,NA,0.0221,NA,12-May-17,,26,5,7,,0.21309420499469678,2017-05-12,lara-p1-l1,1,3.148,3.148,0.489,254.84,,FALSE,75.67307692307693
2212,non_plot,LARA,1,2,7.5,1.2,0.0992,NA,0.0215,NA,12-May-17,,,,,,0.21673387096774194,2017-05-12,lara-p1-l2,1,3.407,3.407,0.529,254.929,,FALSE,120.3886925795053
2213,non_plot,LARA,1,3,5.5,0.5,0.07163,NA,0.0161,NA,12-May-17,,,,,,0.22476615943040626,2017-05-12,lara-p1-l3,1,2.19,2.19,0.34,254.939,,FALSE,39.388489208633096
2214,non_plot,LARA,2,1,6,0.7,0.07066,NA,0.0161,NA,12-May-17,,25,7,7,,0.2278516841211435,2017-05-12,lara-p2-l1,1,2.42,2.42,0.376,254.585,,FALSE,41.72413793103448
2215,non_plot,LARA,2,2,5.5,0.5,0.06699,NA,0.0158,NA,12-May-17,,,,,,0.23585609792506348,2017-05-12,lara-p2-l2,1,2.202,2.202,0.342,254.643,,FALSE,25.664335664335663
2216,non_plot,LARA,2,3,7,1,0.08975,NA,0.0193,NA,12-May-17,,,,,,0.21504178272980504,2017-05-12,lara-p2-l3,1,3.315,3.315,0.515,254.376,,FALSE,64.49416342412451
2217,non_plot,LARA,3,1,5.5,0.6,0.07832,NA,0.0167,NA,12-May-17,,25,6,5,,0.21322778345250254,2017-05-12,lara-p3-l1,1,2.324,2.324,0.361,254.532,,FALSE,35.480916030534345
2218,non_plot,LARA,3,2,5,0.6,0.06162,NA,0.0134,NA,12-May-17,,,,,,0.2174618630314833,2017-05-12,lara-p3-l2,2,1.915,0.958,0.297,253.97,,FALSE,30.787781350482316
2219,non_plot,LARA,3,3,4.7,0.6,0.06064,NA,0.0125,NA,12-May-17,,,,,,0.20613456464379948,2017-05-12,lara-p3-l3,2,1.867,0.933,0.29,254.588,,FALSE,21.709302325581397
2220,non_plot,LARA,4,1,4,0.4,0.03187,NA,0.0065,NA,12-May-17,,21,4,3,,0.20395356134295572,2017-05-12,lara-p4-l1,2,0.959,0.48,0.149,253.859,,FALSE,9.365234375
2221,non_plot,LARA,4,2,4,0.3,0.03108,NA,0.0068,NA,12-May-17,,,,,,0.2187902187902188,2017-05-12,lara-p4-l2,2,1.029,0.514,0.16,254.871,,FALSE,54.1578947368421
2222,non_plot,LARA,4,3,2.5,0.2,0.0229,NA,0.0047,NA,12-May-17,,,,,,0.2052401746724891,2017-05-12,lara-p4-l3,1,0.658,0.658,0.102,254.069,,FALSE,17.361477572559366
2223,non_plot,LARA,5,1,7,0.7,0.11369,NA,0.0219,NA,12-May-17,,22,7,5,,0.19262907907467675,2017-05-12,lara-p5-l1,1,3.596,3.596,0.558,254.986,,FALSE,16.256781193490053
2224,non_plot,LARA,5,2,8,1,0.13094,NA,0.0245,NA,12-May-17,,,,,,0.1871085993584848,2017-05-12,lara-p5-l2,2,4.433,2.216,0.688,254.727,,FALSE,21.9890873015873
2225,non_plot,LARA,5,3,6,0.7,0.085319999999999993,NA,0.017,NA,12-May-17,,,,,,0.19924988279418662,2017-05-12,lara-p5-l3,1,2.629,2.629,0.408,254.802,,FALSE,12.843185148998534
2226,non_plot,LARA,6,1,7,1,0.12693,NA,0.0274,NA,12-May-17,,33,8,7,,0.2158670133144253,2017-05-12,lara-p6-l1,2,4.063,2.031,0.631,254.749,,FALSE,15.525410775697363
2227,non_plot,LARA,6,2,6,0.9,0.10107,NA,0.0225,NA,12-May-17,,,,,,0.2226179875333927,2017-05-12,lara-p6-l2,1,3.138,3.138,0.487,254.812,,FALSE,18.86951292844257
2228,non_plot,LARA,6,3,5.2,0.7,0.07688,NA,0.0182,NA,12-May-17,,,,,,0.23673257023933403,2017-05-12,lara-p6-l3,1,2.28,2.28,0.354,252.873,,FALSE,14.15270018621974
2229,non_plot,LARA,7,1,7.5,0.7,0.09877,NA,0.0192,NA,12-May-17,,27,4,5,,0.1943910094158145,2017-05-12,lara-p7-l1,1,3.033,3.033,0.471,252.887,,FALSE,19.9802371541502
2230,non_plot,LARA,7,2,5.5,0.5,0.07049,NA,0.0153,NA,12-May-17,,,,,,0.21705206412257058,2017-05-12,lara-p7-l2,2,2.006,1.003,0.311,254.759,,FALSE,10.692963752665245
2231,non_plot,LARA,7,3,4.5,0.5,0.04923,NA,0.0107,NA,12-May-17,,,,,,0.217347146049157,2017-05-12,lara-p7-l3,2,1.368,0.684,0.212,254.767,,FALSE,10.6875
2232,non_plot,LARA,8,1,5,0.6,0.04738,NA,0.0085,NA,12-May-17,,20,4,4,,0.17940059096665262,2017-05-12,lara-p8-l1,2,1.688,0.844,0.262,254.638,,FALSE,9.723502304147464
2233,non_plot,LARA,8,2,4.5,0.6,0.04732,NA,0.0083,NA,12-May-17,,,,,,0.1754015215553677,2017-05-12,lara-p8-l2,1,1.67,1.67,0.259,254.064,,FALSE,10.830090791180284
2234,non_plot,LARA,8,3,3.5,0.5,0.03223,NA,0.0064,NA,12-May-17,,,,,,0.19857275829972076,2017-05-12,lara-p8-l3,1,1.178,1.178,0.183,254.286,,FALSE,9.865996649916246
2235,non_plot,SIGA,1,1,3,0.7,0.05606,NA,0.0102,NA,12-May-17,,25,10,5,,0.1819479129504103,2017-05-12,siga-p1-l1,1,1.614,1.614,0.251,254.723,,FALSE,8.72904272579773
2236,non_plot,SIGA,1,2,2.9,0.7,0.04764,NA,0.0091,NA,12-May-17,,,,,,0.1910159529806885,2017-05-12,siga-p1-l2,1,1.331,1.331,0.207,254.268,,FALSE,8.3083645443196
2237,non_plot,SIGA,1,3,2.4,0.5,0.03522,NA,0.007,NA,12-May-17,,,,,,0.19875070982396364,2017-05-12,siga-p1-l3,1,0.984,0.984,0.153,254.401,,FALSE,5.1572327044025155
2238,non_plot,SIGA,5,1,2.5,0.8,0.04564,NA,0.0077,NA,12-May-17,,37,13,9,,0.1687116564417178,2017-05-12,siga-p5-l1,1,1.387,1.387,0.215,254.96,,FALSE,12.902325581395349
2239,non_plot,SIGA,5,2,3.1,0.9,0.06671,NA,0.011,NA,12-May-17,,,,,,0.16489281966721628,2017-05-12,siga-p5-l2,1,1.925,1.925,0.299,254.734,,FALSE,9.228187919463087
2240,non_plot,SIGA,5,3,2,0.4,0.01782,NA,0.0037,NA,12-May-17,,,,,,0.207631874298541,2017-05-12,siga-p5-l3,1,0.506,0.506,0.079,254.666,,FALSE,2.0055489496630994
2241,non_plot,SIGA,2,1,2.5,0.6,0.04152,NA,0.0062,NA,12-May-17,,38,5,16,,0.14932562620423892,2017-05-12,siga-p2-l1,1,1.219,1.219,0.189,254.284,,FALSE,6.621401412275937
2242,non_plot,SIGA,2,2,3.5,0.7,0.06746,NA,0.0116,NA,12-May-17,,,,,,0.17195375037058996,2017-05-12,siga-p2-l2,1,2.094,2.094,0.325,254.926,,FALSE,8.488042156465342
2243,non_plot,SIGA,2,3,2.4,0.4,0.02138,NA,0.0045,NA,12-May-17,,,,,,0.21047708138447146,2017-05-12,siga-p2-l3,1,0.718,0.718,0.111,254.873,,FALSE,4.582003828972558
2244,non_plot,SIGA,3,1,3,1,0.0758,NA,0.0139,NA,12-May-17,,42,28,36,,0.183377308707124,2017-05-12,siga-p3-l1,1,2.079,2.079,0.323,254.881,,FALSE,7.284512964260688
2245,non_plot,SIGA,3,2,2,0.6,0.02946,NA,0.0055,NA,12-May-17,,,,,,0.186693822131704,2017-05-12,siga-p3-l2,1,0.878,0.878,0.136,254.99,,FALSE,3.0893736805066854
2246,non_plot,SIGA,3,3,3.2,0.7,0.09616,NA,0.0163,NA,12-May-17,,,,,,0.16950915141430947,2017-05-12,siga-p3-l3,3,2.897,0.966,0.45,254.633,,FALSE,8.707544334235045
2247,non_plot,SIGA,4,1,2.6,0.6,0.04601,NA,0.0078,NA,12-May-17,,41,25,27,,0.169528363399261,2017-05-12,siga-p4-l1,1,1.308,1.308,0.203,254.843,,FALSE,98.34586466165415
2248,non_plot,SIGA,4,2,2.1,0.6,0.03321,NA,0.0047,NA,12-May-17,,,,,,0.1415236374585968,2017-05-12,siga-p4-l2,1,0.974,0.974,0.151,254.873,,FALSE,66.25850340136054
2249,non_plot,SIGA,4,3,2.9,0.7,0.05117,NA,0.0088,NA,12-May-17,,,,,,0.17197576705100645,2017-05-12,siga-p4-l3,2,1.587,0.794,0.246,254.694,,FALSE,106.51006711409396
2250,non_plot,SIGA,6,1,3,0.9,0.06348,NA,0.0111,NA,12-May-17,,43,20,10,,0.17485822306238188,2017-05-12,siga-p6-l1,1,1.874,1.874,0.291,254.361,,FALSE,98.63157894736842
2251,non_plot,SIGA,6,2,2,0.5,0.02483,NA,0.00447,NA,12-May-17,,,,,,0.18002416431735802,2017-05-12,siga-p6-l2,1,0.812,0.812,0.126,254.032,,FALSE,48.33333333333334
2252,non_plot,SIGA,6,3,2.2,0.5,0.02483,NA,0.00442,NA,12-May-17,,,,,,0.17801047120418848,2017-05-12,siga-p6-l3,1,0.852,0.852,0.132,254.518,,FALSE,65.53846153846153
2253,non_plot,SIGA,7,1,3,0.9,0.06826,NA,0.0101,NA,12-May-17,,38,45,42,,0.14796366832698504,2017-05-12,siga-p7-l1,1,2.009,2.009,0.312,254.939,,FALSE,218.36956521739128
2254,non_plot,SIGA,7,2,2.4,0.7,0.04494,NA,0.0074,NA,12-May-17,,,,,,0.16466399643969737,2017-05-12,siga-p7-l2,2,1.478,0.739,0.229,254.706,,FALSE,140.76190476190476
2255,non_plot,SIGA,7,3,2.2,0.7,0.04642,NA,0.0078,NA,12-May-17,,,,,,0.16803102111158982,2017-05-12,siga-p7-l3,1,1.404,1.404,0.218,254.98,,FALSE,149.36170212765956
2256,non_plot,SIGA,8,1,2.2,0.5,0.02663,NA,0.0053,NA,12-May-17,,19,3,3,,0.1990236575291025,2017-05-12,siga-p8-l1,1,0.795,0.795,0.123,254.966,,FALSE,87.36263736263736
2257,non_plot,SIGA,8,2,2,0.4,0.02298,NA,0.0042,NA,12-May-17,,,,,,0.18276762402088773,2017-05-12,siga-p8-l2,1,0.761,0.761,0.118,254.928,,FALSE,80.95744680851064
2258,non_plot,SIGA,8,3,1.7,0.2,0.0133,NA,0.0026,NA,12-May-17,,,,,,0.19548872180451127,2017-05-12,siga-p8-l3,1,0.41,0.41,0.064,254.577,,FALSE,51.89873417721518
2400,non_plot,CHPA,1,1,10,4.5,2.09055,NA,0.2025,NA,17-May-17,10,23,26.5,using quarter of plant,,0.0968644615053455,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2401,non_plot,CHPA,1,2,9,3,0.76801,NA,0.07821,NA,17-May-17,,,,NOTE: all leaves should be calculated as (4*all-big)+(16*all-small),,0.10183461152849572,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2402,non_plot,CHPA,1,3,4.2,1.9,0.19278,NA,0.01962,NA,17-May-17,,,,,,0.10177404295051352,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2403,non_plot,CHPA,2,1,6.2,2,0.21053,NA,0.02449,NA,17-May-17,18,30,24,using quarter of plant,,0.11632546430437468,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2404,non_plot,CHPA,2,2,8,2.5,0.37901,NA,0.05095,NA,17-May-17,,,,NOTE: all leaves should be calculated as (4*all-big)+(8*all-small),,0.13442917073428143,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2405,non_plot,CHPA,2,3,5.5,2.2,0.26297,NA,0.03683,NA,17-May-17,,,,,,0.14005399855496825,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2406,non_plot,CHPA,3,1,3.5,1.2,0.07856,NA,0.0174,NA,17-May-17,19,17,8,using third of plant,,0.22148676171079426,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2407,non_plot,CHPA,3,2,3.5,1.2,0.11765,NA,0.0233,NA,17-May-17,,,,,,0.19804504887377816,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2408,non_plot,CHPA,3,3,3.2,0.8,0.04786,NA,0.00854,NA,17-May-17,,,,,,0.17843710823234435,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2409,non_plot,CHPA,4,1,3.2,0.8,0.04786,NA,0.00895,NA,17-May-17,16,9,7,,,0.18700376096949436,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2410,non_plot,CHPA,4,2,2.5,1.2,0.06855,NA,0.01388,NA,17-May-17,,,,,,0.2024799416484318,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2411,non_plot,CHPA,4,3,2.5,1.2,0.05452,NA,0.01192,NA,17-May-17,,,,,,0.2186353631694791,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2412,non_plot,CHPA,5,1,2.6,1.2,0.07155,NA,0.016,NA,17-May-17,12,8,8,,,0.2236198462613557,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2413,non_plot,CHPA,5,2,2.5,1.2,0.05926,NA,0.01667,NA,17-May-17,,,,,,0.2813027337158286,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414,non_plot,CHPA,5,3,2.5,1.2,0.05926,NA,0.015,NA,17-May-17,,,,,,0.2531218359770503,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2415,non_plot,CHPA,6,1,3,1.3,0.15991,NA,0.02364,NA,17-May-17,10,14,14,,,0.14783315615033457,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2416,non_plot,CHPA,6,2,2.8,1.4,0.13917,NA,0.01933,NA,17-May-17,,,,,,0.1388948767694187,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2417,non_plot,CHPA,6,3,3.1,1.6,0.14135,NA,0.02535,NA,17-May-17,,,,,,0.17934205871949063,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2418,non_plot,CHPA,7,1,2.6,1.1,0.07091,NA,0.01431,NA,17-May-17,6,7,6,,,0.2018051050627556,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2419,non_plot,CHPA,7,2,2.2,1,0.04292,NA,0.00977,NA,17-May-17,,,,,,0.2276328052190121,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2420,non_plot,CHPA,7,3,1.6,0.8,0.03882,NA,0.00637,NA,17-May-17,,,,,,0.16409067490984028,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2421,non_plot,CHPA,8,1,3.8,1.5,0.20916,NA,0.02149,NA,17-May-17,9,9,8,,,0.10274431057563586,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2422,non_plot,CHPA,8,2,4.2,1.9,0.27081,NA,0.02992,NA,17-May-17,,,,,,0.11048336472065286,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2423,non_plot,CHPA,8,3,2.3,1,0.08929,NA,0.00952,NA,17-May-17,,,,,,0.10661888229364992,2017-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,ACMO,1,1,5.5,0.4,0.05833,NA,0.0079,NA,4/20/17,,,,,,0.13543631064632267,2017-04-20,ACMO_P1-l1,1,1.821,1.821,0.302,252.29,,FALSE,35.917159763313606
NA,non_plot,ACMO,1,2,5.1,0.4,0.04693,NA,0.0069,NA,4/20/17,,,,,,0.14702748774770935,2017-04-20,ACMO-p1_L2,1,1.425,1.425,0.236,254.849,,FALSE,20.212765957446813
NA,non_plot,ACMO,1,3,6.1,0.5,0.06751,NA,0.009,NA,4/20/17,,,,,,0.13331358317286326,2017-04-20,ACMO_P1-l3,1,2.053,2.053,0.341,252.959,,FALSE,23.624856156501725
NA,non_plot,ACMO,2,1,4.3,0.4,0.04098,NA,0.0067,NA,4/20/17,,,,,,0.16349438750610054,2017-04-20,ACMO_P2-l1,1,1.131,1.131,0.188,254.952,,FALSE,14.518613607188705
NA,non_plot,ACMO,2,2,4.3,0.5,0.04078,NA,0.0064,NA,4/20/17,,,,,,0.15693967631191763,2017-04-20,ACMO-p2_L2,1,1.226,1.226,0.203,254.821,,FALSE,24.767676767676765
NA,non_plot,ACMO,2,3,5.6,0.5,0.06224,NA,0.0098,NA,4/20/17,,,,,,0.15745501285347044,2017-04-20,ACMO_P2-l3,1,1.855,1.855,0.308,254.754,,FALSE,48.68766404199475
NA,non_plot,ACMO,3,1,6.2,0.5,0.06684,NA,0.0096,NA,4/20/17,,,,,,0.1436265709156194,2017-04-20,ACMO_P3-l1,1,2.085,2.085,0.346,253.944,,FALSE,42.98969072164948
NA,non_plot,ACMO,3,2,6,0.4,0.07467,NA,0.0103,NA,4/20/17,,,,,,0.13794027052363733,2017-04-20,ACMO-p3_L2,1,2.335,2.335,0.387,254.411,,FALSE,NA
NA,non_plot,ACMO,3,3,5.6,0.4,0.05921,NA,0.0082,NA,4/20/17,,,,,,0.13849011991217702,2017-04-20,ACMO_P3-l3,1,2.018,2.018,0.335,254.989,,FALSE,46.28440366972477
NA,non_plot,ACMO,4,1,7.2,0.5,0.09201,NA,0.0126,NA,4/20/17,,,,,,0.13694163677861104,2017-04-20,ACMO_P4-l1,1,2.649,2.649,0.44,254.643,,FALSE,62.03747072599531
NA,non_plot,ACMO,4,2,6.3,0.5,0.08288,NA,0.0116,NA,4/20/17,,,,,,0.13996138996138996,2017-04-20,ACMO-p4_L2,1,2.457,2.457,0.408,254.751,,FALSE,53.066954643628506
NA,non_plot,ACMO,4,3,5.9,0.4,0.06495,NA,0.009,NA,4/20/17,,,,,,0.13856812933025403,2017-04-20,ACMO_P4-l3,1,1.998,1.998,0.332,254.376,,FALSE,55.34626038781163
NA,non_plot,ACMO,5,1,6.7,0.5,0.08921,NA,0.0118,NA,4/20/17,,,,,,0.13227216679744425,2017-04-20,ACMO_P5-l1,1,2.475,2.475,0.411,254.62,,FALSE,54.3956043956044
NA,non_plot,ACMO,5,2,6,0.4,0.07362,NA,0.0096,NA,4/20/17,,,,,,0.13039934800325997,2017-04-20,ACMO-p5_L2,1,2.165,2.165,0.359,254.88,,FALSE,48.76126126126126
NA,non_plot,ACMO,5,3,5.6,0.5,0.06502,NA,0.0094,NA,4/20/17,,,,,,0.14457090126115044,2017-04-20,ACMO_P5-l3,1,1.855,1.855,0.308,254.584,,FALSE,34.67289719626168
